index,Region/Country/Area,Year,Series,Value,Footnotes,Source
214,Dominican Republic,2005,Employment by industry: Agriculture (%) Female,3.11,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
214,Dominican Republic,2005,Employment by industry: Industry (%) Female,16.14,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
214,Dominican Republic,2005,Employment by industry: Services (%) Female,80.75,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
214,Dominican Republic,2010,Employment by industry: Agriculture (%) Male and Female,14.45,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
214,Dominican Republic,2010,Employment by industry: Industry (%) Male and Female,18.18,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
214,Dominican Republic,2010,Employment by industry: Services (%) Male and Female,67.37,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
214,Dominican Republic,2010,Employment by industry: Agriculture (%) Male,21.68,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
214,Dominican Republic,2010,Employment by industry: Industry (%) Male,23.26,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
214,Dominican Republic,2010,Employment by industry: Services (%) Male,55.06,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
214,Dominican Republic,2010,Employment by industry: Agriculture (%) Female,2.77,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
214,Dominican Republic,2010,Employment by industry: Industry (%) Female,9.96,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
214,Dominican Republic,2010,Employment by industry: Services (%) Female,87.27,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
214,Dominican Republic,2015,Employment by industry: Agriculture (%) Male and Female,13.31,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
214,Dominican Republic,2015,Employment by industry: Industry (%) Male and Female,18.07,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
214,Dominican Republic,2015,Employment by industry: Services (%) Male and Female,68.62,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
214,Dominican Republic,2015,Employment by industry: Agriculture (%) Male,20.63,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
214,Dominican Republic,2015,Employment by industry: Industry (%) Male,23.32,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
214,Dominican Republic,2015,Employment by industry: Services (%) Male,56.06,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
214,Dominican Republic,2015,Employment by industry: Agriculture (%) Female,2.16,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
214,Dominican Republic,2015,Employment by industry: Industry (%) Female,10.07,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
214,Dominican Republic,2015,Employment by industry: Services (%) Female,87.76,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
214,Dominican Republic,2019,Employment by industry: Agriculture (%) Male and Female,11.37,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
214,Dominican Republic,2019,Employment by industry: Industry (%) Male and Female,17.66,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
214,Dominican Republic,2019,Employment by industry: Services (%) Male and Female,70.97,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
214,Dominican Republic,2019,Employment by industry: Agriculture (%) Male,17.86,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
214,Dominican Republic,2019,Employment by industry: Industry (%) Male,23.53,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
214,Dominican Republic,2019,Employment by industry: Services (%) Male,58.61,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
214,Dominican Republic,2019,Employment by industry: Agriculture (%) Female,1.76,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
214,Dominican Republic,2019,Employment by industry: Industry (%) Female,8.97,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
214,Dominican Republic,2019,Employment by industry: Services (%) Female,89.26,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
218,Ecuador,2005,Employment by industry: Agriculture (%) Male and Female,29.11,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
218,Ecuador,2005,Employment by industry: Industry (%) Male and Female,18.53,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
218,Ecuador,2005,Employment by industry: Services (%) Male and Female,52.36,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
218,Ecuador,2005,Employment by industry: Agriculture (%) Male,33.97,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
218,Ecuador,2005,Employment by industry: Industry (%) Male,22.7,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
218,Ecuador,2005,Employment by industry: Services (%) Male,43.33,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
218,Ecuador,2005,Employment by industry: Agriculture (%) Female,21.47,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
218,Ecuador,2005,Employment by industry: Industry (%) Female,11.96,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
218,Ecuador,2005,Employment by industry: Services (%) Female,66.57,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
218,Ecuador,2010,Employment by industry: Agriculture (%) Male and Female,27.88,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
218,Ecuador,2010,Employment by industry: Industry (%) Male and Female,18.49,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
218,Ecuador,2010,Employment by industry: Services (%) Male and Female,53.63,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
218,Ecuador,2010,Employment by industry: Agriculture (%) Male,32.21,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
218,Ecuador,2010,Employment by industry: Industry (%) Male,23.08,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
218,Ecuador,2010,Employment by industry: Services (%) Male,44.71,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
218,Ecuador,2010,Employment by industry: Agriculture (%) Female,20.88,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
218,Ecuador,2010,Employment by industry: Industry (%) Female,11.08,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
218,Ecuador,2010,Employment by industry: Services (%) Female,68.04,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
218,Ecuador,2015,Employment by industry: Agriculture (%) Male and Female,26.19,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
218,Ecuador,2015,Employment by industry: Industry (%) Male and Female,19.66,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
218,Ecuador,2015,Employment by industry: Services (%) Male and Female,54.15,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
218,Ecuador,2015,Employment by industry: Agriculture (%) Male,28.53,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
218,Ecuador,2015,Employment by industry: Industry (%) Male,25.13,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
218,Ecuador,2015,Employment by industry: Services (%) Male,46.35,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
218,Ecuador,2015,Employment by industry: Agriculture (%) Female,22.57,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
218,Ecuador,2015,Employment by industry: Industry (%) Female,11.18,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
218,Ecuador,2015,Employment by industry: Services (%) Female,66.25,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
218,Ecuador,2019,Employment by industry: Agriculture (%) Male and Female,26.53,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
218,Ecuador,2019,Employment by industry: Industry (%) Male and Female,18.58,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
218,Ecuador,2019,Employment by industry: Services (%) Male and Female,54.89,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
218,Ecuador,2019,Employment by industry: Agriculture (%) Male,29.36,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
218,Ecuador,2019,Employment by industry: Industry (%) Male,23.78,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
218,Ecuador,2019,Employment by industry: Services (%) Male,46.86,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
218,Ecuador,2019,Employment by industry: Agriculture (%) Female,22.3,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
218,Ecuador,2019,Employment by industry: Industry (%) Female,10.83,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
218,Ecuador,2019,Employment by industry: Services (%) Female,66.87,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
818,Egypt,2005,Employment by industry: Agriculture (%) Male and Female,30.94,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
818,Egypt,2005,Employment by industry: Industry (%) Male and Female,21.51,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
818,Egypt,2005,Employment by industry: Services (%) Male and Female,47.55,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
818,Egypt,2005,Employment by industry: Agriculture (%) Male,27.46,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
818,Egypt,2005,Employment by industry: Industry (%) Male,25.19,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
818,Egypt,2005,Employment by industry: Services (%) Male,47.35,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
818,Egypt,2005,Employment by industry: Agriculture (%) Female,46.67,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
818,Egypt,2005,Employment by industry: Industry (%) Female,4.9,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
818,Egypt,2005,Employment by industry: Services (%) Female,48.43,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
818,Egypt,2010,Employment by industry: Agriculture (%) Male and Female,29.06,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
818,Egypt,2010,Employment by industry: Industry (%) Male and Female,24.02,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
818,Egypt,2010,Employment by industry: Services (%) Male and Female,46.92,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
818,Egypt,2010,Employment by industry: Agriculture (%) Male,25.48,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
818,Egypt,2010,Employment by industry: Industry (%) Male,28.56,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
818,Egypt,2010,Employment by industry: Services (%) Male,45.96,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
818,Egypt,2010,Employment by industry: Agriculture (%) Female,43.88,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
818,Egypt,2010,Employment by industry: Industry (%) Female,5.21,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
818,Egypt,2010,Employment by industry: Services (%) Female,50.91,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
818,Egypt,2015,Employment by industry: Agriculture (%) Male and Female,25.82,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
818,Egypt,2015,Employment by industry: Industry (%) Male and Female,25.08,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
818,Egypt,2015,Employment by industry: Services (%) Male and Female,49.1,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
818,Egypt,2015,Employment by industry: Agriculture (%) Male,22.29,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
818,Egypt,2015,Employment by industry: Industry (%) Male,29.86,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
818,Egypt,2015,Employment by industry: Services (%) Male,47.86,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
818,Egypt,2015,Employment by industry: Agriculture (%) Female,40.23,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
818,Egypt,2015,Employment by industry: Industry (%) Female,5.58,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
818,Egypt,2015,Employment by industry: Services (%) Female,54.19,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
818,Egypt,2019,Employment by industry: Agriculture (%) Male and Female,23.99,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
818,Egypt,2019,Employment by industry: Industry (%) Male and Female,25.76,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
818,Egypt,2019,Employment by industry: Services (%) Male and Female,50.26,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
818,Egypt,2019,Employment by industry: Agriculture (%) Male,20.85,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
818,Egypt,2019,Employment by industry: Industry (%) Male,30.71,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
818,Egypt,2019,Employment by industry: Services (%) Male,48.44,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
818,Egypt,2019,Employment by industry: Agriculture (%) Female,36.54,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
818,Egypt,2019,Employment by industry: Industry (%) Female,5.92,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
818,Egypt,2019,Employment by industry: Services (%) Female,57.54,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
222,El Salvador,2005,Employment by industry: Agriculture (%) Male and Female,19.99,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
222,El Salvador,2005,Employment by industry: Industry (%) Male and Female,22.21,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
222,El Salvador,2005,Employment by industry: Services (%) Male and Female,57.8,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
222,El Salvador,2005,Employment by industry: Agriculture (%) Male,30.54,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
222,El Salvador,2005,Employment by industry: Industry (%) Male,23.69,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
222,El Salvador,2005,Employment by industry: Services (%) Male,45.77,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
222,El Salvador,2005,Employment by industry: Agriculture (%) Female,4.73,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
222,El Salvador,2005,Employment by industry: Industry (%) Female,20.07,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
222,El Salvador,2005,Employment by industry: Services (%) Female,75.2,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
222,El Salvador,2010,Employment by industry: Agriculture (%) Male and Female,20.78,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
222,El Salvador,2010,Employment by industry: Industry (%) Male and Female,21.35,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
222,El Salvador,2010,Employment by industry: Services (%) Male and Female,57.87,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
222,El Salvador,2010,Employment by industry: Agriculture (%) Male,31.75,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
222,El Salvador,2010,Employment by industry: Industry (%) Male,23.44,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
222,El Salvador,2010,Employment by industry: Services (%) Male,44.81,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
222,El Salvador,2010,Employment by industry: Agriculture (%) Female,5.29,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
222,El Salvador,2010,Employment by industry: Industry (%) Female,18.4,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
222,El Salvador,2010,Employment by industry: Services (%) Female,76.31,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
222,El Salvador,2015,Employment by industry: Agriculture (%) Male and Female,18.11,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
222,El Salvador,2015,Employment by industry: Industry (%) Male and Female,22.18,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
222,El Salvador,2015,Employment by industry: Services (%) Male and Female,59.71,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
222,El Salvador,2015,Employment by industry: Agriculture (%) Male,28.45,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
222,El Salvador,2015,Employment by industry: Industry (%) Male,24.12,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
222,El Salvador,2015,Employment by industry: Services (%) Male,47.43,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
222,El Salvador,2015,Employment by industry: Agriculture (%) Female,3.89,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
222,El Salvador,2015,Employment by industry: Industry (%) Female,19.5,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
222,El Salvador,2015,Employment by industry: Services (%) Female,76.61,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
222,El Salvador,2019,Employment by industry: Agriculture (%) Male and Female,18.32,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
222,El Salvador,2019,Employment by industry: Industry (%) Male and Female,21.07,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
222,El Salvador,2019,Employment by industry: Services (%) Male and Female,60.62,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
222,El Salvador,2019,Employment by industry: Agriculture (%) Male,28.84,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
222,El Salvador,2019,Employment by industry: Industry (%) Male,24.16,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
222,El Salvador,2019,Employment by industry: Services (%) Male,47,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
222,El Salvador,2019,Employment by industry: Agriculture (%) Female,3.95,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
222,El Salvador,2019,Employment by industry: Industry (%) Female,16.84,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
222,El Salvador,2019,Employment by industry: Services (%) Female,79.21,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
